,S&P 500 COMPOSITE - PRICE INDEX,cmdty BLS Commodity Price Ind 'DEAD' - PRICE INDEX,Gold Bullion LBM $/t oz DELAY,Crude Oil-WTI Spot Cushing U$/BBL,US INITIAL CLAIMS FOR UNEMPLOYMENT INSURANCE (BCI 5) VOLA,US NAHB MARKET SURVEY: NEW SINGLE FAMILY HOME SALES-CURRENTLY,US CONSUMER CONFIDENCE INDEX SADJ,US CONSUMER CONFIDENCE INDEX - EXPECTATIONS SADJ,US CONSUMER CONFIDENCE INDEX - PRESENT SITUATION SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS PLENTIFUL SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS HARD TO FIND SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY AUTO SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME DECREASED SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME INCREASED SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS FEWER SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS NOT SO PLENTIFUL SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS MORE SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY ANY HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY LIVED IN HOME,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY MAJOR APPL( SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY NEW AUTO SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY NEW HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY USED AUTO SADJ,US CONSUMER CONFIDENCE CURRENTLY - BUSINESS CONDITIONS BAD SADJ,US CONSUMER CONFIDENCE CURRENTLY - BUSINESS CONDITIONS GOOD SADJ,US CONSUMER CONFIDENCE CURRENTLY-BUSINESS CONDITIONS NORMAL SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS BETTER,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS WORSE,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY AIR CONDITIONER,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY AUTO UNCERTAIN,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY CARPET SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY CLOTHES DRYER,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY RANGE SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY REFRIGERATOR,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY TV SET SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY VACUUM CLEANER,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY WASHING MACHINE,US NATIONAL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US NAHB MARKET SURVEY: NEW SINGLE FAMILY HOME SALES-IN NEXT 6 MO,US NAHB MARKET SURVEY: TRAFFIC OF PROSPECTIVE NEW HOME BUYERS,US ISM PURCHASING MANAGERS INDEX (MFG SURVEY) SADJ,US ISM MANUFACTURERS SURVEY: NEW ORDERS INDEX SADJ,US ISM MANUFACTURERS SURVEY RESULTS: PRICES PAID - SAME VOLN,US ISM MANUFACTURERS SURVEY: PRODUCTION INDEX SADJ,US ISM MANUFACTURERS SURVEY: EMPLOYMENT INDEX SADJ
1985-01-15,179.63,256.9,306.75,26.35,375.0,50.0,102.0,102.5,101.2,19.6,30.8,9.3,8.2,27.3,15.2,49.6,16.8,0.9,3.4,1.6,28.1,4.7,0.9,3.1,20.7,28.2,51.1,64.5,21.7,69.8,8.5,68.0,1.2,1.5,6.5,3.4,2.3,3.9,8.3,5.2,3.8,50.0,59.0,44.0,50.3,51.8,66.0,54.9,44.4
1985-02-15,181.18,251.9,288.75,28.0,388.8,61.0,103.1,103.9,102.0,19.7,31.1,9.0,7.9,26.7,14.7,49.2,16.6,0.8,3.1,1.3,29.0,4.6,1.0,2.9,19.9,28.4,51.7,65.4,22.9,68.9,8.2,68.7,1.7,1.5,7.1,3.3,2.8,3.9,8.7,5.0,3.6,58.0,64.0,48.0,49.9,51.8,75.0,54.2,45.2
1985-03-15,180.66,256.8,330.0,28.3,382.5,56.0,96.1,95.9,96.5,18.2,33.7,8.8,8.2,27.1,16.4,48.1,14.1,0.9,3.4,1.6,27.9,4.8,0.9,3.1,20.5,28.4,51.1,64.7,19.4,71.1,9.5,69.5,1.7,0.9,6.7,3.2,2.5,3.9,8.2,4.6,3.8,54.0,57.0,48.0,47.8,49.1,74.0,51.2,44.2
1985-04-15,179.83,254.1,321.0,27.6,398.3,51.0,104.4,105.1,103.5,19.1,30.1,8.6,7.3,25.6,13.9,50.8,16.4,1.0,3.6,1.6,27.1,4.9,1.0,3.0,18.8,28.7,52.5,67.1,20.3,72.6,7.1,69.7,1.5,0.7,7.4,3.2,2.2,3.8,7.7,4.2,4.5,49.0,56.0,41.0,48.2,51.3,79.0,51.6,43.2
1985-05-15,189.55,246.8,316.0,27.85,393.5,53.0,99.6,99.6,99.6,19.3,32.4,8.1,8.1,25.9,15.5,48.3,15.1,0.9,3.3,1.5,24.5,4.5,0.9,2.7,20.5,28.5,51.0,66.0,19.9,72.0,8.1,69.4,1.5,0.9,6.2,2.5,2.5,3.4,7.7,3.9,3.0,51.0,58.0,42.0,47.1,49.5,76.0,51.9,40.4
1985-06-15,191.85,242.6,317.75,26.7,392.3,56.0,102.6,102.7,102.5,19.8,31.0,8.2,7.5,26.3,14.5,49.2,15.5,0.8,3.3,1.5,27.9,4.7,1.0,3.1,19.8,28.5,51.7,66.2,20.6,71.6,7.8,70.0,1.6,0.4,7.4,3.1,2.7,4.2,8.3,4.5,3.5,54.0,65.0,44.0,47.8,50.7,68.0,50.5,44.5
1985-07-15,190.92,237.6,325.25,27.15,378.3,60.0,103.2,102.5,104.2,20.0,29.6,8.1,7.4,26.6,14.6,50.4,15.2,0.8,3.4,1.5,27.8,5.1,1.1,2.6,19.7,28.4,51.9,66.0,20.0,72.5,7.5,70.2,1.4,0.4,7.6,3.1,3.0,4.4,8.0,4.1,3.8,58.0,64.0,49.0,47.9,52.5,71.0,48.2,45.2
1985-08-15,188.63,233.1,333.5,28.05,403.8,63.0,100.9,102.1,99.0,19.5,30.6,8.5,7.7,27.2,15.2,49.9,16.6,1.1,3.6,1.5,27.8,5.0,1.0,3.1,22.4,27.6,50.0,65.1,21.5,69.5,9.0,68.2,1.6,0.4,7.1,2.8,3.0,3.9,8.2,4.5,3.8,58.0,64.0,45.0,47.7,51.8,75.0,50.6,41.1
1985-09-15,182.08,229.4,325.25,29.1,408.5,61.0,96.0,96.3,95.6,18.8,32.6,10.6,7.8,28.0,17.9,48.6,15.3,0.8,3.4,1.6,28.4,6.0,1.0,3.1,21.7,26.3,52.0,64.2,19.7,70.4,9.9,66.8,1.5,1.5,7.0,3.4,2.7,3.7,8.2,5.0,3.9,56.0,60.0,44.0,49.9,54.6,74.0,52.8,41.8
1985-10-15,189.82,230.1,324.5,30.4,404.0,61.0,96.1,94.5,98.5,18.9,30.8,8.9,8.8,27.7,19.0,50.3,16.6,0.8,3.6,1.7,35.9,5.1,1.1,2.9,21.5,27.3,51.2,63.5,21.4,66.7,11.9,64.4,1.5,0.9,8.7,4.1,3.2,5.1,10.7,5.1,6.2,59.0,68.0,52.0,50.9,53.4,76.0,54.9,45.2
1985-11-15,202.17,233.4,325.0,29.75,392.3,60.0,98.1,96.8,100.1,19.0,30.9,9.1,7.9,29.8,18.0,50.1,15.4,1.1,3.8,1.9,28.5,5.3,0.8,2.8,20.7,28.2,51.1,62.3,20.1,69.9,10.0,66.6,1.4,1.0,6.7,2.9,2.7,3.9,8.8,5.1,3.7,58.0,66.0,50.0,52.0,57.2,85.0,56.5,44.5
1985-12-15,211.28,236.7,327.25,26.3,385.3,60.0,98.2,98.2,98.1,18.6,31.2,10.2,8.4,28.2,16.5,50.2,15.2,0.9,3.9,2.1,29.8,5.4,0.9,3.3,21.5,28.0,50.5,63.4,19.5,71.8,8.7,68.3,1.4,1.5,6.6,3.1,3.0,4.4,9.2,4.9,3.8,57.0,65.0,47.0,50.7,54.8,80.0,55.3,42.6
1986-01-15,211.78,231.6,349.63,18.85,367.3,59.0,96.9,96.3,97.8,19.8,30.7,9.0,7.9,27.9,17.1,49.5,14.2,0.6,3.7,1.9,33.4,5.1,1.2,3.0,23.0,26.2,50.8,64.2,19.1,71.7,9.2,68.7,1.5,0.9,7.4,3.6,3.0,5.9,8.8,5.4,4.7,57.0,64.0,50.0,51.2,56.7,72.0,52.9,45.1
1986-02-15,226.92,223.6,337.0,13.25,372.3,57.0,96.0,94.4,98.4,19.7,30.4,8.9,8.0,25.6,17.3,49.9,14.1,1.2,4.2,1.9,30.2,4.7,1.1,2.8,22.9,26.7,50.4,66.4,18.3,72.4,9.3,68.6,2.1,1.4,7.0,3.4,2.6,4.3,8.4,4.5,4.3,55.0,63.0,46.0,51.0,57.1,73.0,53.6,43.0
1986-03-15,238.9,216.1,343.75,10.4,382.8,59.0,95.1,95.5,94.5,19.4,33.3,8.9,7.9,25.9,18.2,47.3,15.0,0.9,4.2,2.0,28.1,4.9,1.3,3.0,23.4,26.4,50.2,66.2,19.9,70.6,9.5,66.8,1.1,1.0,7.1,3.5,2.0,3.9,8.1,5.0,4.1,57.0,65.0,48.0,51.0,54.5,66.0,56.0,43.4
1986-04-15,235.52,214.7,345.75,13.35,388.5,64.0,100.0,99.0,101.6,20.2,30.8,10.0,7.5,29.0,18.1,49.0,16.2,1.0,4.4,2.0,40.4,5.6,1.4,3.4,22.3,29.7,48.0,63.5,21.4,69.2,9.4,65.7,2.0,1.0,8.4,5.2,3.7,6.2,11.1,4.8,6.8,62.0,67.0,55.0,49.7,54.4,68.0,52.5,42.2
1986-05-15,247.35,215.1,343.5,14.3,384.5,65.0,100.2,99.4,101.3,20.7,31.5,9.6,8.1,27.0,17.0,47.8,16.2,1.3,4.5,2.0,29.3,5.7,1.2,2.8,22.1,29.1,48.8,64.9,20.7,70.7,8.6,66.8,1.4,1.1,6.8,3.6,2.9,4.1,7.6,5.4,4.3,64.0,70.0,61.0,53.4,61.1,67.0,55.1,45.4
1986-06-15,250.84,220.3,347.5,12.8,370.5,68.0,100.0,99.7,100.4,20.5,31.3,9.6,8.4,25.8,17.1,48.2,16.7,1.3,4.6,2.0,28.2,5.3,1.3,3.6,22.5,28.4,49.1,65.8,20.9,70.8,8.3,66.2,1.8,0.7,7.5,3.4,2.9,4.2,7.2,4.8,3.9,65.0,69.0,58.0,50.5,55.3,78.0,53.5,43.3
1986-07-15,236.12,220.6,358.88,11.15,373.3,62.0,97.5,96.4,99.3,21.6,32.0,9.2,8.0,27.4,18.5,46.4,15.9,1.1,4.4,2.2,28.3,5.0,1.1,3.2,22.8,26.2,51.0,64.6,19.8,70.6,9.6,65.6,1.7,1.0,6.6,3.5,2.8,4.4,7.5,3.9,4.5,59.0,65.0,52.0,48.0,51.2,72.0,49.3,41.9
1986-08-15,252.93,209.0,385.25,15.9,405.3,58.0,91.7,92.0,91.4,19.8,33.5,8.9,9.3,25.7,19.7,46.7,15.6,0.9,4.1,1.9,32.2,5.1,1.3,2.8,24.8,23.9,51.3,65.0,19.5,69.7,10.8,64.7,2.8,1.0,7.4,3.6,3.2,5.0,7.4,5.5,4.7,55.0,58.0,48.0,52.6,58.4,81.0,56.0,44.5
1986-09-15,231.32,219.3,423.63,14.75,395.5,56.0,89.7,89.4,90.3,19.8,33.8,8.6,9.8,24.3,20.9,46.4,15.6,1.1,4.4,2.1,28.4,4.8,1.2,2.5,26.9,24.9,48.2,65.9,19.1,69.7,11.2,63.5,1.6,1.3,7.2,3.4,3.0,4.2,7.2,4.8,4.2,57.0,66.0,54.0,52.4,57.3,75.0,56.5,43.9
1986-10-15,243.98,226.16,400.63,15.3,376.5,67.0,85.8,86.1,85.4,18.4,35.8,7.8,8.9,24.1,21.5,45.8,14.3,1.2,4.0,1.7,28.3,4.4,1.1,2.3,26.9,23.9,49.2,67.0,18.5,68.3,13.2,64.2,1.6,1.1,7.4,3.2,3.0,4.9,6.7,4.6,4.3,64.0,75.0,54.0,51.2,54.5,73.0,54.2,43.7
1986-11-15,249.22,228.24,389.25,15.0,363.0,61.0,89.7,92.0,86.2,18.7,35.2,7.6,8.8,24.0,19.6,46.1,15.4,0.4,3.1,1.6,28.7,3.8,1.1,2.7,27.0,23.8,49.2,67.2,19.0,70.8,10.2,65.0,1.3,1.1,6.9,3.4,3.2,4.8,6.9,4.8,4.3,59.0,66.0,51.0,51.2,57.0,78.0,54.7,42.2
1986-12-15,242.17,228.33,391.0,17.95,358.3,68.0,93.2,92.2,94.7,20.9,32.3,7.9,8.6,25.6,18.4,46.8,14.8,1.1,4.3,2.1,30.8,4.6,1.1,2.6,25.1,24.7,50.2,65.8,18.3,71.0,10.7,66.8,1.7,0.7,7.7,3.7,3.2,4.4,7.8,5.6,4.4,64.0,67.0,55.0,50.5,55.4,77.0,53.0,44.5
1987-01-15,274.08,229.45,404.38,18.75,351.3,68.0,85.4,85.6,85.0,19.6,34.2,7.4,8.4,21.1,19.0,46.2,12.6,1.0,4.4,1.9,28.6,3.4,1.5,2.6,28.1,20.9,51.0,70.5,16.0,72.9,11.1,68.4,1.6,1.4,7.7,3.3,3.0,5.3,6.8,4.4,4.2,63.0,64.0,53.0,54.9,59.8,62.0,60.7,47.3
1987-02-15,284.2,225.89,405.5,16.6,348.8,64.0,91.8,91.8,91.9,20.8,34.1,7.8,8.3,24.6,19.7,45.1,14.7,0.7,3.1,1.3,29.1,4.0,1.1,2.9,26.1,24.8,49.1,67.1,19.0,70.8,10.2,65.6,1.5,0.9,7.0,3.3,2.8,5.2,7.7,4.8,3.8,60.0,64.0,50.0,52.6,55.4,69.0,57.3,46.6
1987-03-15,291.7,227.91,419.5,18.8,333.3,64.0,95.8,96.8,94.2,21.9,32.5,7.5,8.1,24.5,15.6,45.6,14.9,0.7,4.1,2.0,29.1,4.0,1.4,2.8,26.4,24.0,49.6,67.4,18.2,72.7,9.1,69.5,1.4,0.7,8.2,3.7,2.5,4.6,7.1,5.5,4.3,60.0,65.0,48.0,55.0,61.6,62.0,57.6,48.3
1987-04-15,288.36,239.5,452.75,18.75,336.3,62.0,97.4,100.5,92.8,20.5,32.8,7.2,8.3,23.3,15.6,46.7,16.5,0.8,3.2,1.7,27.4,4.3,0.7,2.2,24.7,23.3,52.0,68.4,18.8,73.9,7.3,67.9,1.8,0.7,6.0,3.0,3.3,4.0,6.5,5.2,3.6,59.0,62.0,50.0,55.5,59.8,59.0,59.3,51.3
1987-05-15,290.1,249.2,451.75,19.4,331.3,61.0,103.0,105.6,99.1,21.9,30.2,9.0,6.6,24.1,14.1,47.9,17.7,1.0,4.1,1.8,36.3,4.2,1.3,3.6,24.6,25.2,50.2,69.3,20.8,71.4,7.8,68.2,2.3,1.2,10.0,4.1,3.9,5.6,9.2,6.4,4.8,55.0,59.0,42.0,57.2,63.4,59.0,60.6,50.9
1987-06-15,304.0,251.87,446.75,20.3,322.3,60.0,102.1,98.2,107.9,25.1,30.6,7.0,7.4,23.7,16.0,44.3,16.1,0.9,3.3,1.5,29.4,3.3,0.9,3.1,22.7,28.9,48.4,68.9,18.5,72.2,9.3,67.9,2.1,0.6,7.3,3.8,2.9,4.7,7.4,4.6,3.9,56.0,57.0,46.0,57.4,61.2,50.0,60.1,51.4
1987-07-15,318.66,252.78,461.75,21.35,324.8,58.0,105.8,105.6,106.2,24.6,29.3,7.7,6.6,26.1,14.6,46.1,17.5,0.7,3.6,2.1,29.8,4.8,0.8,2.1,22.9,26.1,51.0,67.3,19.6,73.0,7.4,67.9,1.8,0.8,7.0,3.2,3.2,4.6,7.8,4.8,4.4,55.0,61.0,42.0,57.5,64.0,48.0,62.5,46.6
1987-08-15,329.8,254.54,453.75,19.7,320.0,57.0,110.7,107.5,115.6,27.0,27.7,7.1,7.5,26.5,15.3,45.3,20.1,0.9,4.1,1.8,30.5,3.6,1.4,2.9,20.3,28.5,51.2,66.0,22.0,70.8,7.2,64.6,2.8,0.6,6.0,3.6,3.3,4.5,7.2,5.0,4.1,54.0,60.0,44.0,59.3,62.7,45.0,64.2,52.4
1987-09-15,321.83,255.08,459.25,19.59,306.0,56.0,115.7,112.5,120.5,27.8,26.1,8.8,5.8,29.5,14.2,46.1,20.9,0.9,3.9,1.8,32.5,3.8,1.2,3.5,19.4,29.9,50.7,64.7,24.2,68.6,7.2,64.9,2.3,1.5,8.3,3.7,2.9,5.1,7.5,5.6,5.4,52.0,57.0,43.0,60.0,62.1,44.0,65.5,54.5
1987-10-15,251.79,253.85,467.75,19.92,299.8,54.0,115.1,108.9,124.4,28.5,24.1,8.5,7.3,28.7,13.8,47.4,19.3,1.1,3.9,1.7,32.0,4.2,1.1,3.0,19.4,30.9,49.7,64.0,23.7,68.2,8.1,66.9,2.1,1.3,6.7,4.0,3.6,4.7,7.5,5.3,4.8,50.0,54.0,39.0,60.7,65.3,42.0,63.2,54.6
1987-11-15,230.3,254.4,492.63,18.51,306.8,60.0,100.8,90.9,115.6,26.8,26.2,8.2,9.1,28.0,19.1,47.0,15.5,0.7,3.7,2.0,31.1,4.3,1.0,2.8,20.3,26.4,53.3,62.9,18.3,69.3,12.4,65.4,2.0,1.1,6.8,3.7,3.2,4.3,7.9,5.6,4.4,56.0,64.0,43.0,58.8,59.3,42.0,61.9,53.7
1987-12-15,247.08,258.21,486.5,16.7,317.8,56.0,107.7,99.6,119.8,27.0,23.6,8.2,8.4,28.3,16.6,49.4,16.8,1.0,3.5,1.7,28.2,4.5,0.8,3.0,18.5,24.8,56.7,63.3,19.9,70.9,9.2,66.6,1.9,0.7,7.7,3.1,2.8,4.1,7.5,5.5,3.3,51.0,52.0,39.0,61.0,61.5,37.0,65.1,59.1
1988-01-15,257.07,258.89,456.25,16.95,340.8,56.0,109.9,102.2,121.5,29.5,25.7,7.5,6.3,26.2,15.6,44.8,16.2,0.8,3.8,1.7,29.4,3.7,1.3,3.0,18.3,26.4,55.3,67.5,18.7,73.3,8.0,68.2,2.2,0.8,8.3,3.7,3.1,5.0,6.7,4.6,4.1,53.0,58.0,45.0,57.5,60.3,34.0,59.3,51.2
1988-02-15,267.82,257.0,425.0,16.08,318.8,55.0,114.9,105.5,129.1,31.4,22.7,9.6,6.5,30.6,14.4,45.9,16.7,1.3,5.0,2.1,36.0,4.7,1.6,3.5,18.9,29.6,51.5,62.9,19.7,72.4,7.9,68.9,3.0,1.4,8.3,4.2,3.5,5.8,8.2,5.9,5.4,51.0,56.0,38.0,56.2,57.0,35.0,58.6,52.5
1988-03-15,258.89,261.2,456.25,17.08,306.0,55.0,112.7,104.9,124.5,28.9,24.1,9.4,6.7,28.5,14.0,47.0,15.8,0.9,4.7,2.1,34.0,5.3,1.7,3.3,18.8,29.1,52.1,64.8,20.2,72.2,7.6,70.2,2.4,0.8,9.5,4.2,3.2,5.4,8.5,5.9,4.4,51.0,58.0,40.0,54.6,57.9,42.0,57.7,50.2
1988-04-15,261.33,263.5,449.0,18.0,313.0,57.0,115.7,112.8,120.2,27.8,24.1,9.1,6.0,29.4,11.9,48.1,18.2,0.7,3.5,1.7,35.0,5.5,1.1,3.1,20.9,28.3,50.8,64.6,20.9,72.7,6.4,69.9,2.6,0.5,6.2,4.4,3.9,5.3,7.9,5.6,5.3,52.0,57.0,41.0,55.8,57.6,29.0,59.1,49.2
1988-05-15,262.16,272.55,454.75,17.54,313.8,58.0,120.2,114.4,129.0,30.8,23.8,9.4,6.0,29.0,12.6,45.4,19.0,0.9,3.3,1.3,35.8,4.9,1.1,3.3,18.4,31.6,50.0,65.0,22.0,72.7,5.3,68.4,2.2,1.2,8.7,4.9,3.1,5.9,8.6,6.0,5.1,54.0,59.0,43.0,55.5,57.7,35.0,58.0,50.4
1988-06-15,273.5,283.75,435.75,15.16,307.0,52.0,115.7,108.6,126.3,31.1,22.8,8.9,6.4,26.3,13.8,46.1,18.3,1.0,4.0,2.1,30.3,5.0,0.9,3.4,19.7,27.4,52.9,67.3,20.4,72.9,6.7,67.9,2.4,0.5,7.6,3.8,3.1,4.7,7.5,4.9,3.9,49.0,54.0,39.0,59.3,63.6,32.0,61.7,50.5
1988-07-15,272.02,276.62,435.75,16.2,325.8,58.0,113.5,103.7,128.2,31.3,22.5,8.9,6.2,28.0,15.0,46.2,17.7,0.9,3.5,1.5,30.1,4.6,1.1,3.4,19.1,28.4,52.5,65.8,19.7,70.7,9.6,67.3,2.6,0.9,7.1,3.8,3.2,4.5,6.1,5.2,4.7,54.0,58.0,44.0,58.2,60.6,35.0,61.2,52.5
1988-08-15,261.52,276.53,429.5,15.27,314.8,61.0,119.7,109.4,135.1,32.3,21.7,7.5,6.3,27.4,13.6,46.0,19.0,0.9,4.2,2.0,34.3,4.2,1.3,2.8,17.2,32.2,50.6,66.3,21.4,71.3,7.3,67.4,3.7,0.5,7.7,4.3,2.7,5.0,8.0,6.1,4.5,56.0,56.0,44.0,56.0,59.2,40.0,57.8,51.2
1988-09-15,271.91,271.88,394.75,13.92,301.0,56.0,110.7,100.1,126.7,29.9,22.4,7.8,6.9,24.8,15.4,47.7,17.2,0.7,3.3,1.5,30.3,4.1,1.1,2.7,19.2,28.2,52.6,68.3,18.3,71.9,9.8,67.4,2.8,1.0,8.2,3.4,2.8,4.5,7.2,5.7,3.9,53.0,60.0,42.0,54.5,58.6,49.0,54.8,50.2
1988-10-15,278.97,274.53,411.5,13.6,291.3,47.0,116.9,109.3,128.3,29.8,23.0,7.3,6.9,26.8,13.2,47.2,18.6,1.1,3.7,1.6,26.5,3.7,1.0,2.7,17.1,28.3,54.6,66.3,21.1,71.9,7.0,68.2,2.3,0.9,6.2,3.2,3.1,3.6,6.4,3.8,4.1,49.0,59.0,47.0,55.4,57.2,51.0,58.7,52.4
1988-11-15,273.7,274.19,423.25,15.32,293.8,61.0,112.9,102.0,129.1,29.9,23.0,7.3,6.9,27.3,14.7,47.1,15.9,0.6,3.1,1.5,27.9,3.4,1.0,3.0,17.6,30.2,52.2,65.8,18.6,73.0,8.4,69.4,3.6,0.9,6.6,3.2,2.7,4.1,6.5,4.8,3.0,58.0,70.0,45.0,55.6,58.4,58.0,57.5,53.8
1988-12-15,277.72,284.35,410.25,17.25,292.0,64.0,119.4,105.6,140.1,33.7,20.8,7.4,6.7,27.8,14.4,45.5,17.2,1.0,3.8,1.9,28.9,3.3,0.9,3.3,15.5,32.5,52.0,65.5,19.6,72.9,7.5,68.4,2.6,0.8,6.6,3.3,2.8,4.3,7.5,4.7,3.7,60.0,66.0,48.0,56.0,59.0,58.0,57.6,54.8
1989-01-15,297.47,286.73,394.25,17.03,289.8,59.0,115.8,104.1,133.4,33.0,21.2,7.3,6.2,25.6,14.5,45.8,17.1,1.2,3.0,1.2,28.0,3.5,0.6,2.9,18.2,29.1,52.7,68.2,17.7,74.6,7.7,68.4,2.9,0.9,6.8,3.0,3.0,5.4,5.7,4.3,3.7,54.0,59.0,40.0,54.7,57.3,46.0,57.9,51.4
1989-02-15,288.86,287.21,387.0,18.15,313.0,57.0,120.7,108.3,139.2,34.3,19.9,7.9,6.3,26.3,12.8,45.8,17.0,0.7,2.9,1.2,26.2,3.8,1.0,3.2,16.9,30.6,52.5,67.4,20.9,71.8,7.3,70.2,2.6,0.9,5.4,2.9,2.6,4.9,5.8,4.2,3.2,53.0,61.0,42.0,54.1,57.3,57.0,55.6,50.0
1989-03-15,294.87,285.12,383.75,20.37,321.5,52.0,117.4,104.9,136.2,32.8,20.5,7.1,6.1,25.2,12.7,46.7,15.9,0.9,3.1,1.5,28.4,4.0,0.7,2.7,16.1,28.4,55.5,68.7,17.9,74.1,8.0,71.4,2.1,0.4,6.3,4.0,2.5,4.3,6.4,4.9,4.2,48.0,55.0,37.0,51.5,52.0,54.0,52.7,50.2
1989-04-15,309.64,282.6,378.25,20.42,309.0,48.0,116.6,101.8,138.9,34.5,19.8,7.3,7.0,25.8,13.1,45.7,15.4,0.7,3.2,1.5,31.6,4.0,1.0,2.7,16.4,28.9,54.7,67.2,17.3,73.9,8.8,71.5,3.0,0.6,6.7,3.8,3.5,5.4,7.0,4.7,4.2,44.0,48.0,33.0,52.2,53.1,52.0,54.9,50.0
1989-05-15,320.52,280.13,363.25,19.9,324.5,46.0,116.7,103.0,137.2,34.1,21.1,8.5,8.1,26.5,15.6,44.8,18.9,1.1,3.4,1.4,27.4,4.0,0.9,3.2,16.5,30.1,53.4,65.4,20.7,70.4,8.9,65.5,2.4,1.3,6.7,2.6,2.8,4.5,6.8,5.2,3.1,44.0,53.0,35.0,49.3,50.7,65.0,50.7,47.6
1989-06-15,317.98,282.58,371.25,20.27,339.0,47.0,117.2,105.1,135.5,33.2,20.4,6.7,6.7,27.0,14.2,46.4,17.9,0.9,3.3,1.8,26.8,3.6,0.6,2.5,17.2,28.3,54.5,66.3,20.1,71.2,8.7,67.9,2.3,0.6,5.9,3.7,2.5,4.6,5.3,5.0,3.4,45.0,57.0,36.0,47.3,45.6,66.0,49.5,47.4
1989-07-15,346.08,277.22,368.25,18.3,339.8,49.0,120.4,106.6,141.1,33.1,19.3,7.1,6.9,27.6,13.2,47.6,18.6,0.8,3.7,1.8,30.5,3.6,1.1,2.4,15.5,31.6,52.9,65.5,18.8,72.8,8.4,68.2,2.2,1.1,7.6,3.3,3.3,4.4,8.0,4.8,4.5,46.0,57.0,35.0,45.9,45.8,61.0,46.9,44.5
1989-08-15,351.45,278.02,360.0,18.83,332.3,52.0,115.4,103.7,133.0,31.6,20.3,7.4,6.6,26.1,14.3,48.1,17.2,0.8,3.5,1.6,28.3,4.2,1.1,2.6,17.4,27.5,55.1,67.3,18.3,73.4,8.3,68.5,1.9,0.6,6.9,3.3,2.5,4.0,6.9,5.8,3.9,50.0,60.0,42.0,45.1,45.2,57.0,46.7,44.6
1989-09-15,349.15,274.59,365.75,20.15,337.8,52.0,116.3,106.1,131.7,30.4,20.7,8.1,6.6,28.5,13.8,48.9,17.4,0.8,3.1,1.4,27.4,3.6,0.9,3.3,16.9,27.1,56.0,64.9,18.3,74.2,7.5,68.8,3.3,1.2,6.0,2.8,2.4,4.1,6.6,4.7,3.5,51.0,62.0,43.0,46.0,46.0,65.0,48.0,45.4
1989-10-15,340.36,270.32,375.25,19.95,363.3,51.0,117.0,106.4,133.0,30.4,20.2,6.7,6.3,27.7,13.7,49.4,17.3,0.9,3.3,1.4,31.1,3.7,1.0,2.2,16.9,28.0,55.1,66.0,19.5,72.6,7.9,69.0,2.0,0.8,6.9,3.9,3.3,4.7,7.5,4.9,4.8,48.0,61.0,37.0,46.8,49.3,64.0,48.5,45.0
1989-11-15,345.99,265.6,410.0,19.9,339.5,47.0,115.1,103.7,132.3,29.6,20.7,6.9,6.3,29.3,14.0,49.7,16.1,0.4,3.0,1.5,25.7,3.2,1.1,2.9,15.2,26.2,58.6,64.4,17.6,74.1,8.3,69.9,1.5,0.8,5.8,3.1,2.8,3.8,6.2,4.6,3.7,46.0,56.0,37.0,46.8,49.3,64.0,49.2,45.9
